departamento_id,departamento_nombre,provincia_id,provincia_nombre,anio,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
999,desconocido,99.0,desconocida,2024.0,14.0,Dengue,6.0,De 10 a 14 años,4.0
999,desconocido,99.0,desconocida,2024.0,15.0,Dengue,1.0,Neonato (hasta 28 dÍas),2.0
999,desconocido,99.0,desconocida,2024.0,12.0,Dengue,10.0,De 35 a 44 años,82.0
999,desconocido,99.0,desconocida,2024.0,10.0,Dengue,12.0,Mayores de 65 años,16.0
999,desconocido,99.0,desconocida,2024.0,4.0,Dengue,12.0,Mayores de 65 años,3.0
999,desconocido,99.0,desconocida,2024.0,14.0,Dengue,2.0,Posneonato (29 hasta 365 dÍas),23.0
999,desconocido,99.0,desconocida,2024.0,18.0,Dengue,2.0,Posneonato (29 hasta 365 dÍas),82.0
999,desconocido,99.0,desconocida,2024.0,14.0,Dengue,3.0,De 13 a 24 meses,20.0
999,desconocido,99.0,desconocida,2024.0,18.0,Dengue,3.0,De 13 a 24 meses,91.0
999,desconocido,99.0,desconocida,2024.0,17.0,Dengue,4.0,De 2 a 4 años,272.0
999,desconocido,99.0,desconocida,2024.0,21.0,Dengue,4.0,De 2 a 4 años,2.0
999,desconocido,99.0,desconocida,2024.0,11.0,Dengue,5.0,De 5 a 9 años,16.0
999,desconocido,99.0,desconocida,2024.0,24.0,Dengue,6.0,De 10 a 14 años,1.0
999,desconocido,99.0,desconocida,2024.0,7.0,Dengue,6.0,De 10 a 14 años,4.0
999,desconocido,99.0,desconocida,2024.0,10.0,Dengue,7.0,De 15 a 19 años,19.0
999,desconocido,99.0,desconocida,2024.0,12.0,Dengue,7.0,De 15 a 19 años,39.0
999,desconocido,99.0,desconocida,2024.0,3.0,Dengue,8.0,De 20 a 24 años,1.0
999,desconocido,99.0,desconocida,2024.0,1.0,Dengue,9.0,De 25 a 34 años,6.0
999,desconocido,14.0,Córdoba,2024.0,14.0,Dengue,6.0,De 10 a 14 años,1.0
999,desconocido,14.0,Córdoba,2024.0,17.0,Dengue,7.0,De 15 a 19 años,1.0
999,desconocido,14.0,Córdoba,2024.0,12.0,Dengue,8.0,De 20 a 24 años,1.0
999,desconocido,14.0,Córdoba,2024.0,7.0,Dengue,9.0,De 25 a 34 años,1.0
999,desconocido,2.0,CABA,2024.0,13.0,Dengue,10.0,De 35 a 44 años,11.0
999,desconocido,2.0,CABA,2024.0,10.0,Dengue,12.0,Mayores de 65 años,7.0
999,desconocido,2.0,CABA,2024.0,9.0,Dengue,6.0,De 10 a 14 años,5.0
999,desconocido,2.0,CABA,2024.0,11.0,Dengue,7.0,De 15 a 19 años,5.0
999,desconocido,2.0,CABA,2024.0,8.0,Dengue,7.0,De 15 a 19 años,3.0
999,desconocido,2.0,CABA,2024.0,12.0,Dengue,8.0,De 20 a 24 años,7.0
