departamento_id,departamento_nombre,provincia_id,provincia_nombre,anio,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
999,desconocido,99,desconocida,2025,10,Dengue,2,Posneonato (29 hasta 365 días),1
999,desconocido,99,desconocida,2025,12,Dengue,2,Posneonato (29 hasta 365 días),1
999,desconocido,99,desconocida,2025,16,Dengue,2,Posneonato (29 hasta 365 días),2
999,desconocido,99,desconocida,2025,18,Dengue,2,Posneonato (29 hasta 365 días),1
999,desconocido,99,desconocida,2025,20,Dengue,2,Posneonato (29 hasta 365 días),1
999,desconocido,99,desconocida,2025,21,Dengue,2,Posneonato (29 hasta 365 días),3
999,desconocido,99,desconocida,2025,22,Dengue,2,Posneonato (29 hasta 365 días),3
999,desconocido,99,desconocida,2025,18,Dengue,3,De 13 a 24 meses,1
999,desconocido,99,desconocida,2025,19,Dengue,3,De 13 a 24 meses,1
999,desconocido,99,desconocida,2025,20,Dengue,3,De 13 a 24 meses,1
999,desconocido,99,desconocida,2025,21,Dengue,3,De 13 a 24 meses,2
999,desconocido,99,desconocida,2025,22,Dengue,3,De 13 a 24 meses,4
999,desconocido,99,desconocida,2025,9,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,11,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,13,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,14,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,16,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,17,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,18,Dengue,4,De 2 a 4 años,1
999,desconocido,99,desconocida,2025,6,Dengue,5,De 5 a 9 años,1
999,desconocido,99,desconocida,2025,8,Dengue,5,De 5 a 9 años,2
999,desconocido,99,desconocida,2025,9,Dengue,5,De 5 a 9 años,4
999,desconocido,99,desconocida,2025,10,Dengue,5,De 5 a 9 años,4
999,desconocido,99,desconocida,2025,11,Dengue,5,De 5 a 9 años,11
999,desconocido,99,desconocida,2025,12,Dengue,5,De 5 a 9 años,8
999,desconocido,99,desconocida,2025,13,Dengue,5,De 5 a 9 años,5
999,desconocido,99,desconocida,2025,14,Dengue,5,De 5 a 9 años,5
999,desconocido,99,desconocida,2025,15,Dengue,5,De 5 a 9 años,3
999,desconocido,99,desconocida,2025,16,Dengue,5,De 5 a 9 años,1
999,desconocido,99,desconocida,2025,17,Dengue,5,De 5 a 9 años,1
999,desconocido,99,desconocida,2025,18,Dengue,5,De 5 a 9 años,2
999,desconocido,99,desconocida,2025,1,Dengue,6,De 10 a 14 años,1
999,desconocido,99,desconocida,2025,2,Dengue,6,De 10 a 14 años,1
999,desconocido,99,desconocida,2025,6,Dengue,6,De 10 a 14 años,1
999,desconocido,99,desconocida,2025,7,Dengue,6,De 10 a 14 años,2
999,desconocido,99,desconocida,2025,8,Dengue,6,De 10 a 14 años,5
999,desconocido,99,desconocida,2025,9,Dengue,6,De 10 a 14 años,9
999,desconocido,99,desconocida,2025,10,Dengue,6,De 10 a 14 años,7
999,desconocido,99,desconocida,2025,11,Dengue,6,De 10 a 14 años,15
999,desconocido,99,desconocida,2025,12,Dengue,6,De 10 a 14 años,12
999,desconocido,99,desconocida,2025,13,Dengue,6,De 10 a 14 años,14
999,desconocido,99,desconocida,2025,14,Dengue,6,De 10 a 14 años,7
999,desconocido,99,desconocida,2025,15,Dengue,6,De 10 a 14 años,8
999,desconocido,99,desconocida,2025,16,Dengue,6,De 10 a 14 años,3
999,desconocido,99,desconocida,2025,17,Dengue,6,De 10 a 14 años,1
999,desconocido,99,desconocida,2025,18,Dengue,6,De 10 a 14 años,2
999,desconocido,99,desconocida,2025,19,Dengue,6,De 10 a 14 años,1
999,desconocido,99,desconocida,2025,20,Dengue,6,De 10 a 14 años,2
999,desconocido,99,desconocida,2025,2,Dengue,7,De 15 a 19 años,1
999,desconocido,99,desconocida,2025,6,Dengue,7,De 15 a 19 años,2
999,desconocido,99,desconocida,2025,7,Dengue,7,De 15 a 19 años,2
999,desconocido,99,desconocida,2025,8,Dengue,7,De 15 a 19 años,5
999,desconocido,99,desconocida,2025,9,Dengue,7,De 15 a 19 años,6
999,desconocido,99,desconocida,2025,10,Dengue,7,De 15 a 19 años,12
999,desconocido,99,desconocida,2025,11,Dengue,7,De 15 a 19 años,18
999,desconocido,99,desconocida,2025,12,Dengue,7,De 15 a 19 años,17
999,desconocido,99,desconocida,2025,13,Dengue,7,De 15 a 19 años,7
999,desconocido,99,desconocida,2025,14,Dengue,7,De 15 a 19 años,13
999,desconocido,99,desconocida,2025,15,Dengue,7,De 15 a 19 años,7
999,desconocido,99,desconocida,2025,16,Dengue,7,De 15 a 19 años,3
999,desconocido,99,desconocida,2025,17,Dengue,7,De 15 a 19 años,4
999,desconocido,99,desconocida,2025,18,Dengue,7,De 15 a 19 años,3
999,desconocido,99,desconocida,2025,19,Dengue,7,De 15 a 19 años,1
999,desconocido,99,desconocida,2025,6,Dengue,8,De 20 a 24 años,1
999,desconocido,99,desconocida,2025,7,Dengue,8,De 20 a 24 años,2
999,desconocido,99,desconocida,2025,8,Dengue,8,De 20 a 24 años,2
999,desconocido,99,desconocida,2025,9,Dengue,8,De 20 a 24 años,3
999,desconocido,99,desconocida,2025,10,Dengue,8,De 20 a 24 años,8
999,desconocido,99,desconocida,2025,11,Dengue,8,De 20 a 24 años,10
999,desconocido,99,desconocida,2025,12,Dengue,8,De 20 a 24 años,9
999,desconocido,99,desconocida,2025,13,Dengue,8,De 20 a 24 años,13
999,desconocido,99,desconocida,2025,14,Dengue,8,De 20 a 24 años,7
999,desconocido,99,desconocida,2025,15,Dengue,8,De 20 a 24 años,5
999,desconocido,99,desconocida,2025,16,Dengue,8,De 20 a 24 años,3
999,desconocido,99,desconocida,2025,17,Dengue,8,De 20 a 24 años,2
999,desconocido,99,desconocida,2025,19,Dengue,8,De 20 a 24 años,1
999,desconocido,99,desconocida,2025,4,Dengue,9,De 25 a 34 años,1
999,desconocido,99,desconocida,2025,5,Dengue,9,De 25 a 34 años,1
999,desconocido,99,desconocida,2025,7,Dengue,9,De 25 a 34 años,2
