departamento_id,departamento_nombre,provincia_id,provincia_nombre,anio,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
77,9 de Julio,82,Santa Fe,2023,19,Dengue,11,De 45 a 65 años,3
140,San Fernando,22,Chaco,2023,19,Dengue,11,De 45 a 65 años,94
84,Capital,90,Tucumán,2023,19,Dengue,11,De 45 a 65 años,51
21,Capital,18,Corrientes,2023,19,Dengue,9,De 25 a 34 años,18
84,Rosario,82,Santa Fe,2023,19,Dengue,8,De 20 a 24 años,11
35,Ledesma,38,Jujuy,2023,19,Dengue,7,De 15 a 19 años,2
490,Lomas de Zamora,6,Buenos Aires,2023,19,Dengue,10,De 35 a 44 años,2
35,Avellaneda,6,Buenos Aires,2023,19,Dengue,8,De 20 a 24 años,2
434,Lanús,6,Buenos Aires,2023,19,Dengue,9,De 25 a 34 años,3
154,Rivadavia,86,Santiago del Estero,2023,19,Dengue,5,De 5 a 9 años,1
515,Malvinas Argentinas,6,Buenos Aires,2023,19,Dengue,7,De 15 a 19 años,1
49,Capital,86,Santiago del Estero,2023,19,Dengue,9,De 25 a 34 años,164
63,La Capital,82,Santa Fe,2023,19,Dengue,9,De 25 a 34 años,13
49,Capital,10,Catamarca,2023,19,Dengue,10,De 35 a 44 años,5
7,Burruyacú,90,Tucumán,2023,19,Dengue,6,De 10 a 14 años,1
133,Quitilipi,22,Chaco,2023,19,Dengue,8,De 20 a 24 años,2
63,Lules,90,Tucumán,2023,19,Dengue,9,De 25 a 34 años,8
140,San Fernando,22,Chaco,2023,19,Dengue,5,De 5 a 9 años,8
539,Merlo,6,Buenos Aires,2023,19,Dengue,10,De 35 a 44 años,3
70,Goya,18,Corrientes,2023,19,Dengue,8,De 20 a 24 años,1
410,Ituzaingó,6,Buenos Aires,2023,19,Dengue,7,De 15 a 19 años,2
